City,Constituency,Votes,Option
Corbera de Llobregat,Barcelona,83,PACMA
Corbera de Llobregat,Barcelona,16,RECORTES CERO-GRUPO VERDE
Copons,Barcelona,2,Votos nulos
Copons,Barcelona,1,Votos en blanco
Copons,Barcelona,75,ERC-CatSí
Copons,Barcelona,68,JUNTSxCAT
Copons,Barcelona,23,CUP
Copons,Barcelona,18,C's
Copons,Barcelona,17,PSC
Copons,Barcelona,5,CatComú-Podem
Copons,Barcelona,3,PP
Copons,Barcelona,2,PACMA
Collsuspina,Barcelona,1,Votos en blanco
Collsuspina,Barcelona,118,JUNTSxCAT
Collsuspina,Barcelona,68,ERC-CatSí
Collsuspina,Barcelona,16,CUP
Collsuspina,Barcelona,15,C's
Collsuspina,Barcelona,9,PSC
Collsuspina,Barcelona,7,CatComú-Podem
Collsuspina,Barcelona,1,PP
Collsuspina,Barcelona,1,PACMA
Collsuspina,Barcelona,1,RECORTES CERO-GRUPO VERDE
Aiguaviva,Girona,55,Abstención
Collbató,Barcelona,16,Votos nulos
Collbató,Barcelona,4,Votos en blanco
Collbató,Barcelona,820,ERC-CatSí
Collbató,Barcelona,685,JUNTSxCAT
Collbató,Barcelona,594,C's
Collbató,Barcelona,258,PSC
Collbató,Barcelona,175,CatComú-Podem
Collbató,Barcelona,162,CUP
Collbató,Barcelona,73,PP
Collbató,Barcelona,18,PACMA
Collbató,Barcelona,8,RECORTES CERO-GRUPO VERDE
Centelles,Barcelona,872,Abstención
Aiguaviva,Girona,7,Votos nulos
Aiguaviva,Girona,2,Votos en blanco
Aiguaviva,Girona,258,JUNTSxCAT
Aiguaviva,Girona,121,ERC-CatSí
Aiguaviva,Girona,58,C's
Aiguaviva,Girona,27,CUP
Aiguaviva,Girona,23,PSC
Aiguaviva,Girona,11,PP
Aiguaviva,Girona,9,CatComú-Podem
Cervelló,Barcelona,1122,Abstención
Cerdanyola del Vallès,Barcelona,6614,Abstención
Castellnou de Bages,Barcelona,99,Abstención
Cercs,Barcelona,164,Abstención
Castellví de Rosanes,Barcelona,214,Abstención
Centelles,Barcelona,26,Votos nulos
Centelles,Barcelona,15,Votos en blanco
Centelles,Barcelona,2022,JUNTSxCAT
Centelles,Barcelona,1199,ERC-CatSí
Centelles,Barcelona,604,C's
Centelles,Barcelona,353,PSC
Centelles,Barcelona,318,CUP
Centelles,Barcelona,177,CatComú-Podem
Centelles,Barcelona,112,PP
Centelles,Barcelona,18,PACMA
Centelles,Barcelona,5,RECORTES CERO-GRUPO VERDE
Castellví de la Marca,Barcelona,162,Abstención
Cervelló,Barcelona,19,Votos nulos
Cervelló,Barcelona,16,Votos en blanco
Cervelló,Barcelona,1504,ERC-CatSí
Cervelló,Barcelona,1474,C's
Cervelló,Barcelona,1021,JUNTSxCAT
Cervelló,Barcelona,741,PSC
Cervelló,Barcelona,401,CatComú-Podem
Cervelló,Barcelona,221,PP
Cervelló,Barcelona,176,CUP
Cervelló,Barcelona,73,PACMA
Cervelló,Barcelona,17,RECORTES CERO-GRUPO VERDE
Cerdanyola del Vallès,Barcelona,129,Votos nulos
Cerdanyola del Vallès,Barcelona,175,Votos en blanco
Cerdanyola del Vallès,Barcelona,10741,C's
Cerdanyola del Vallès,Barcelona,6914,ERC-CatSí
Cerdanyola del Vallès,Barcelona,6607,PSC
Cerdanyola del Vallès,Barcelona,4752,JUNTSxCAT
Cerdanyola del Vallès,Barcelona,3727,CatComú-Podem
Cerdanyola del Vallès,Barcelona,1555,PP
Cerdanyola del Vallès,Barcelona,1540,CUP
Cerdanyola del Vallès,Barcelona,362,PACMA
Cerdanyola del Vallès,Barcelona,107,RECORTES CERO-GRUPO VERDE
Castellnou de Bages,Barcelona,5,Votos nulos
Castellnou de Bages,Barcelona,306,JUNTSxCAT
Castellnou de Bages,Barcelona,210,ERC-CatSí
Castellnou de Bages,Barcelona,165,C's
Castellnou de Bages,Barcelona,71,PSC
Castellnou de Bages,Barcelona,44,CUP
Castellnou de Bages,Barcelona,43,CatComú-Podem
Castellnou de Bages,Barcelona,15,PP
Castellnou de Bages,Barcelona,6,PACMA
Castellnou de Bages,Barcelona,1,RECORTES CERO-GRUPO VERDE
Castellterçol,Barcelona,268,Abstención
Cercs,Barcelona,2,Votos nulos
Cercs,Barcelona,3,Votos en blanco
Cercs,Barcelona,295,JUNTSxCAT
Cercs,Barcelona,252,ERC-CatSí
Cercs,Barcelona,110,C's
Cercs,Barcelona,69,PSC
Cercs,Barcelona,41,CUP
Cercs,Barcelona,25,CatComú-Podem
Cercs,Barcelona,16,PP
Cercs,Barcelona,11,PACMA
Cercs,Barcelona,1,RECORTES CERO-GRUPO VERDE
Castellví de Rosanes,Barcelona,2,Votos nulos
Castellví de Rosanes,Barcelona,7,Votos en blanco
Castellví de Rosanes,Barcelona,303,C's
Castellví de Rosanes,Barcelona,278,ERC-CatSí
Castellví de Rosanes,Barcelona,241,JUNTSxCAT
Castellví de Rosanes,Barcelona,160,PSC
Castellví de Rosanes,Barcelona,92,CatComú-Podem
Castellví de Rosanes,Barcelona,53,CUP
Castellví de Rosanes,Barcelona,29,PP
Castellví de Rosanes,Barcelona,15,PACMA
Castellví de Rosanes,Barcelona,2,RECORTES CERO-GRUPO VERDE
Castellví de la Marca,Barcelona,6,Votos nulos
Castellví de la Marca,Barcelona,8,Votos en blanco
Castellví de la Marca,Barcelona,429,JUNTSxCAT
Castellví de la Marca,Barcelona,242,ERC-CatSí
Castellví de la Marca,Barcelona,96,C's
Castellví de la Marca,Barcelona,81,CUP
Castellví de la Marca,Barcelona,69,PSC
Castellví de la Marca,Barcelona,39,CatComú-Podem
Castellví de la Marca,Barcelona,34,PP
Castellví de la Marca,Barcelona,8,PACMA
Castellví de la Marca,Barcelona,3,RECORTES CERO-GRUPO VERDE
Castellterçol,Barcelona,8,Votos nulos
Castellterçol,Barcelona,3,Votos en blanco
Castellterçol,Barcelona,676,JUNTSxCAT
Castellterçol,Barcelona,445,ERC-CatSí
Castellterçol,Barcelona,154,C's
Castellterçol,Barcelona,107,PSC
Castellterçol,Barcelona,100,CUP
Castellterçol,Barcelona,75,CatComú-Podem
Castellterçol,Barcelona,27,PP
Castellterçol,Barcelona,10,PACMA
Castellterçol,Barcelona,2,RECORTES CERO-GRUPO VERDE
Castellgalí,Barcelona,283,Abstención
Castellfollit del Boix,Barcelona,46,Abstención
Castellfollit de Riubregós,Barcelona,13,Abstención
Castellet i la Gornal,Barcelona,325,Abstención
Castelldefels,Barcelona,7896,Abstención
Castellgalí,Barcelona,5,Votos nulos
Castellgalí,Barcelona,9,Votos en blanco
Castellgalí,Barcelona,341,C's
Castellgalí,Barcelona,299,JUNTSxCAT
Castellgalí,Barcelona,262,ERC-CatSí
Castellgalí,Barcelona,172,PSC
Castellgalí,Barcelona,112,CatComú-Podem
Castellgalí,Barcelona,56,CUP
Castellgalí,Barcelona,39,PP
Castellgalí,Barcelona,14,PACMA
Castellgalí,Barcelona,2,RECORTES CERO-GRUPO VERDE
Castellcir,Barcelona,75,Abstención
Castellbisbal,Barcelona,1298,Abstención
Castellfollit del Boix,Barcelona,3,Votos en blanco
Castellfollit del Boix,Barcelona,136,JUNTSxCAT
Castellfollit del Boix,Barcelona,87,ERC-CatSí
Castellfollit del Boix,Barcelona,30,C's
Castellfollit del Boix,Barcelona,24,CUP
Castellfollit del Boix,Barcelona,7,PSC
Castellfollit del Boix,Barcelona,5,PP
Castellfollit del Boix,Barcelona,5,CatComú-Podem
Castellfollit de Riubregós,Barcelona,67,JUNTSxCAT
Castellfollit de Riubregós,Barcelona,25,ERC-CatSí
Castellfollit de Riubregós,Barcelona,15,C's
Castellfollit de Riubregós,Barcelona,8,PSC
Castellfollit de Riubregós,Barcelona,5,CUP
Castellfollit de Riubregós,Barcelona,5,PP
Castellfollit de Riubregós,Barcelona,5,CatComú-Podem
Castellet i la Gornal,Barcelona,8,Votos nulos
Castellet i la Gornal,Barcelona,5,Votos en blanco
Castellet i la Gornal,Barcelona,350,C's
Castellet i la Gornal,Barcelona,334,JUNTSxCAT
Castellet i la Gornal,Barcelona,297,ERC-CatSí
Castellet i la Gornal,Barcelona,199,PSC
Castellet i la Gornal,Barcelona,91,CatComú-Podem
Castellet i la Gornal,Barcelona,59,PP
Castellet i la Gornal,Barcelona,55,CUP
Castellet i la Gornal,Barcelona,21,PACMA
Castellet i la Gornal,Barcelona,2,RECORTES CERO-GRUPO VERDE
Castellbell i el Vilar,Barcelona,596,Abstención
Castelldefels,Barcelona,90,Votos nulos
Castelldefels,Barcelona,170,Votos en blanco
Castelldefels,Barcelona,12258,C's
Castelldefels,Barcelona,5817,ERC-CatSí
Castelldefels,Barcelona,5774,PSC
Castelldefels,Barcelona,4215,JUNTSxCAT
Castelldefels,Barcelona,3003,CatComú-Podem
Castelldefels,Barcelona,2077,PP
Castelldefels,Barcelona,814,CUP
Castelldefels,Barcelona,418,PACMA
Castelldefels,Barcelona,125,RECORTES CERO-GRUPO VERDE
Castellcir,Barcelona,2,Votos nulos
Castellcir,Barcelona,2,Votos en blanco
Castellcir,Barcelona,180,JUNTSxCAT
Castellcir,Barcelona,132,ERC-CatSí
Castellcir,Barcelona,53,C's
Castellcir,Barcelona,40,CUP
Castellcir,Barcelona,17,PSC
Castellcir,Barcelona,11,CatComú-Podem
Castellcir,Barcelona,7,PP
Castellcir,Barcelona,2,PACMA
Castellbisbal,Barcelona,30,Votos nulos
Castellbisbal,Barcelona,39,Votos en blanco
Castellbisbal,Barcelona,2351,C's
Castellbisbal,Barcelona,1781,ERC-CatSí
Castellbisbal,Barcelona,1130,JUNTSxCAT
Castellbisbal,Barcelona,1094,PSC
Castellbisbal,Barcelona,669,CatComú-Podem
Castellbisbal,Barcelona,320,CUP
Castellbisbal,Barcelona,263,PP
Castellbisbal,Barcelona,96,PACMA
Castellbisbal,Barcelona,26,RECORTES CERO-GRUPO VERDE
Castellbell i el Vilar,Barcelona,5,Votos nulos
Castellbell i el Vilar,Barcelona,8,Votos en blanco
Castellbell i el Vilar,Barcelona,546,ERC-CatSí
Castellbell i el Vilar,Barcelona,543,JUNTSxCAT
Castellbell i el Vilar,Barcelona,542,C's
Castellbell i el Vilar,Barcelona,295,PSC
Castellbell i el Vilar,Barcelona,127,CatComú-Podem
Castellbell i el Vilar,Barcelona,98,CUP
Castellbell i el Vilar,Barcelona,68,PP
Castellbell i el Vilar,Barcelona,15,PACMA
Castellbell i el Vilar,Barcelona,1,RECORTES CERO-GRUPO VERDE
Castellar del Vallès,Barcelona,2614,Abstención
Castellar del Riu,Barcelona,11,Abstención
Castellar de n'Hug,Barcelona,15,Abstención
Castell de l'Areny,Barcelona,10,Abstención
Casserres,Barcelona,201,Abstención
Castellar del Vallès,Barcelona,46,Votos nulos
Castellar del Vallès,Barcelona,90,Votos en blanco
Castellar del Vallès,Barcelona,3901,ERC-CatSí
Castellar del Vallès,Barcelona,3629,C's
Castellar del Vallès,Barcelona,3536,JUNTSxCAT
Castellar del Vallès,Barcelona,1856,PSC
Castellar del Vallès,Barcelona,1156,CatComú-Podem
Castellar del Vallès,Barcelona,694,CUP
Castellar del Vallès,Barcelona,469,PP
Castellar del Vallès,Barcelona,152,PACMA
Castellar del Vallès,Barcelona,20,RECORTES CERO-GRUPO VERDE
Capolat,Barcelona,13,Abstención
Castellar del Riu,Barcelona,80,JUNTSxCAT
Castellar del Riu,Barcelona,23,ERC-CatSí
Castellar del Riu,Barcelona,8,CUP
Castellar del Riu,Barcelona,8,C's
Castellar del Riu,Barcelona,3,PSC
Castellar del Riu,Barcelona,1,PP
Castellar de n'Hug,Barcelona,76,JUNTSxCAT
Castellar de n'Hug,Barcelona,27,ERC-CatSí
Castellar de n'Hug,Barcelona,6,PP
Castellar de n'Hug,Barcelona,6,C's
Castellar de n'Hug,Barcelona,3,CUP
Castellar de n'Hug,Barcelona,3,PSC
Castellar de n'Hug,Barcelona,1,PACMA
Castellar de n'Hug,Barcelona,1,CatComú-Podem
Castell de l'Areny,Barcelona,32,JUNTSxCAT
Castell de l'Areny,Barcelona,13,ERC-CatSí
Castell de l'Areny,Barcelona,6,CUP
Castell de l'Areny,Barcelona,2,CatComú-Podem
Castell de l'Areny,Barcelona,1,PP
Castell de l'Areny,Barcelona,1,C's
Carme,Barcelona,80,Abstención
Casserres,Barcelona,5,Votos nulos
Casserres,Barcelona,7,Votos en blanco
Casserres,Barcelona,543,JUNTSxCAT
Casserres,Barcelona,298,ERC-CatSí
Casserres,Barcelona,93,CUP
Casserres,Barcelona,68,C's
Casserres,Barcelona,34,PP
Casserres,Barcelona,26,PSC
Casserres,Barcelona,24,CatComú-Podem
Casserres,Barcelona,6,PACMA
Cardona,Barcelona,615,Abstención
Capolat,Barcelona,30,JUNTSxCAT
Capolat,Barcelona,11,ERC-CatSí
Capolat,Barcelona,10,CUP
Capolat,Barcelona,2,CatComú-Podem
Capolat,Barcelona,1,PP
Capolat,Barcelona,1,PACMA
Capolat,Barcelona,1,PSC
Capolat,Barcelona,1,RECORTES CERO-GRUPO VERDE
Cardedeu,Barcelona,1906,Abstención
Carme,Barcelona,3,Votos nulos
Carme,Barcelona,1,Votos en blanco
Carme,Barcelona,207,JUNTSxCAT
Carme,Barcelona,147,ERC-CatSí
Carme,Barcelona,52,C's
Carme,Barcelona,37,PSC
Carme,Barcelona,26,CUP
Carme,Barcelona,8,PP
Carme,Barcelona,7,CatComú-Podem
Carme,Barcelona,4,PACMA
Carme,Barcelona,2,RECORTES CERO-GRUPO VERDE
Cardona,Barcelona,19,Votos nulos
Cardona,Barcelona,26,Votos en blanco
Cardona,Barcelona,887,JUNTSxCAT
Cardona,Barcelona,756,ERC-CatSí
Cardona,Barcelona,646,C's
Cardona,Barcelona,462,PSC
Cardona,Barcelona,135,CUP
Cardona,Barcelona,125,CatComú-Podem
Cardona,Barcelona,115,PP
Cardona,Barcelona,17,PACMA
Cardona,Barcelona,4,RECORTES CERO-GRUPO VERDE
Cardedeu,Barcelona,44,Votos nulos
Cardedeu,Barcelona,62,Votos en blanco
Cardedeu,Barcelona,3096,ERC-CatSí
Cardedeu,Barcelona,2947,JUNTSxCAT
Cardedeu,Barcelona,2079,C's
Cardedeu,Barcelona,1198,PSC
Cardedeu,Barcelona,775,CUP
Cardedeu,Barcelona,752,CatComú-Podem
Cardedeu,Barcelona,278,PP
Cardedeu,Barcelona,57,PACMA
Cardedeu,Barcelona,29,RECORTES CERO-GRUPO VERDE
Capellades,Barcelona,750,Abstención
Canyelles,Barcelona,600,Abstención
Cànoves i Samalús,Barcelona,331,Abstención
Canovelles,Barcelona,2195,Abstención
Canet de Mar,Barcelona,1958,Abstención
Campins,Barcelona,45,Abstención
Capellades,Barcelona,8,Votos nulos
Capellades,Barcelona,19,Votos en blanco
Capellades,Barcelona,850,ERC-CatSí
Capellades,Barcelona,741,JUNTSxCAT
Capellades,Barcelona,731,C's
Capellades,Barcelona,425,PSC
Capellades,Barcelona,312,CUP
Capellades,Barcelona,159,CatComú-Podem
Capellades,Barcelona,97,PP
Capellades,Barcelona,25,PACMA
Capellades,Barcelona,10,RECORTES CERO-GRUPO VERDE
Canyelles,Barcelona,5,Votos nulos
Canyelles,Barcelona,11,Votos en blanco
Canyelles,Barcelona,834,C's
Canyelles,Barcelona,518,ERC-CatSí
Canyelles,Barcelona,475,JUNTSxCAT
Canyelles,Barcelona,382,PSC
Canyelles,Barcelona,200,CatComú-Podem
Canyelles,Barcelona,106,PP
Canyelles,Barcelona,74,CUP
Canyelles,Barcelona,31,PACMA
Canyelles,Barcelona,4,RECORTES CERO-GRUPO VERDE
Cànoves i Samalús,Barcelona,9,Votos nulos
Cànoves i Samalús,Barcelona,9,Votos en blanco
Cànoves i Samalús,Barcelona,544,C's
Cànoves i Samalús,Barcelona,487,ERC-CatSí
Cànoves i Samalús,Barcelona,362,JUNTSxCAT
Cànoves i Samalús,Barcelona,235,PSC
Cànoves i Samalús,Barcelona,135,CatComú-Podem
Cànoves i Samalús,Barcelona,80,CUP
Cànoves i Samalús,Barcelona,74,PP
Cànoves i Samalús,Barcelona,13,PACMA
Cànoves i Samalús,Barcelona,2,RECORTES CERO-GRUPO VERDE
Calonge de Segarra,Barcelona,25,Abstención
Canovelles,Barcelona,36,Votos nulos
Canovelles,Barcelona,34,Votos en blanco
Canovelles,Barcelona,3085,C's
Canovelles,Barcelona,1675,PSC
Canovelles,Barcelona,1140,ERC-CatSí
Canovelles,Barcelona,948,JUNTSxCAT
Canovelles,Barcelona,646,CatComú-Podem
Canovelles,Barcelona,427,PP
Canovelles,Barcelona,212,CUP
Canovelles,Barcelona,87,PACMA
Canovelles,Barcelona,34,RECORTES CERO-GRUPO VERDE
Canet de Mar,Barcelona,26,Votos nulos
Canet de Mar,Barcelona,30,Votos en blanco
Canet de Mar,Barcelona,2512,JUNTSxCAT
Canet de Mar,Barcelona,2407,ERC-CatSí
Canet de Mar,Barcelona,1656,C's
Canet de Mar,Barcelona,895,PSC
Canet de Mar,Barcelona,511,CatComú-Podem
Canet de Mar,Barcelona,476,CUP
Canet de Mar,Barcelona,332,PP
Canet de Mar,Barcelona,76,PACMA
Canet de Mar,Barcelona,15,RECORTES CERO-GRUPO VERDE
Campins,Barcelona,2,Votos nulos
Campins,Barcelona,128,JUNTSxCAT
Campins,Barcelona,90,ERC-CatSí
Campins,Barcelona,55,CUP
Campins,Barcelona,23,C's
Campins,Barcelona,21,PSC
Campins,Barcelona,19,CatComú-Podem
Campins,Barcelona,4,PP
Campins,Barcelona,4,PACMA
Callús,Barcelona,217,Abstención
Calonge de Segarra,Barcelona,1,Votos en blanco
Calonge de Segarra,Barcelona,96,JUNTSxCAT
Calonge de Segarra,Barcelona,24,ERC-CatSí
Calonge de Segarra,Barcelona,6,PSC
Calonge de Segarra,Barcelona,6,C's
Calonge de Segarra,Barcelona,5,CUP
Calonge de Segarra,Barcelona,3,CatComú-Podem
Callús,Barcelona,3,Votos nulos
Callús,Barcelona,8,Votos en blanco
Callús,Barcelona,501,JUNTSxCAT
Callús,Barcelona,358,ERC-CatSí
Callús,Barcelona,190,C's
Callús,Barcelona,80,PSC
Callús,Barcelona,76,CUP
Callús,Barcelona,49,CatComú-Podem
Callús,Barcelona,26,PP
Callús,Barcelona,4,PACMA
Caldes de Montbui,Barcelona,2051,Abstención
Caldes d'Estrac,Barcelona,383,Abstención
Balsareny,Barcelona,432,Abstención
Balenyà,Barcelona,412,Abstención
Bagà,Barcelona,256,Abstención
Badia del Vallès,Barcelona,2238,Abstención
Caldes de Montbui,Barcelona,36,Votos nulos
Caldes de Montbui,Barcelona,52,Votos en blanco
Caldes de Montbui,Barcelona,2974,ERC-CatSí
Caldes de Montbui,Barcelona,2592,JUNTSxCAT
Caldes de Montbui,Barcelona,2369,C's
Caldes de Montbui,Barcelona,1199,PSC
Caldes de Montbui,Barcelona,676,CatComú-Podem
Caldes de Montbui,Barcelona,619,CUP
Caldes de Montbui,Barcelona,323,PP
Caldes de Montbui,Barcelona,99,PACMA
Caldes de Montbui,Barcelona,20,RECORTES CERO-GRUPO VERDE
Caldes d'Estrac,Barcelona,5,Votos nulos
Caldes d'Estrac,Barcelona,3,Votos en blanco
Caldes d'Estrac,Barcelona,503,JUNTSxCAT
Caldes d'Estrac,Barcelona,412,ERC-CatSí
Caldes d'Estrac,Barcelona,256,C's
Caldes d'Estrac,Barcelona,194,PSC
Caldes d'Estrac,Barcelona,109,CatComú-Podem
Caldes d'Estrac,Barcelona,87,CUP
Caldes d'Estrac,Barcelona,42,PP
Caldes d'Estrac,Barcelona,14,PACMA
Caldes d'Estrac,Barcelona,5,RECORTES CERO-GRUPO VERDE
Balsareny,Barcelona,10,Votos nulos
Balsareny,Barcelona,11,Votos en blanco
Balsareny,Barcelona,632,JUNTSxCAT
Balsareny,Barcelona,526,ERC-CatSí
Balsareny,Barcelona,459,C's
Balsareny,Barcelona,232,PSC
Balsareny,Barcelona,128,CatComú-Podem
Balsareny,Barcelona,112,CUP
Balsareny,Barcelona,34,PP
Balsareny,Barcelona,16,PACMA
Balenyà,Barcelona,7,Votos nulos
Balenyà,Barcelona,18,Votos en blanco
Balenyà,Barcelona,904,JUNTSxCAT
Balenyà,Barcelona,564,ERC-CatSí
Balenyà,Barcelona,400,C's
Balenyà,Barcelona,206,PSC
Balenyà,Barcelona,106,CUP
Balenyà,Barcelona,100,CatComú-Podem
Balenyà,Barcelona,42,PP
Balenyà,Barcelona,19,PACMA
Balenyà,Barcelona,5,RECORTES CERO-GRUPO VERDE
Bagà,Barcelona,3,Votos nulos
Bagà,Barcelona,10,Votos en blanco
Bagà,Barcelona,536,JUNTSxCAT
Bagà,Barcelona,467,ERC-CatSí
Bagà,Barcelona,226,C's
Bagà,Barcelona,138,PSC
Bagà,Barcelona,99,CUP
Bagà,Barcelona,57,CatComú-Podem
Bagà,Barcelona,22,PP
Bagà,Barcelona,2,RECORTES CERO-GRUPO VERDE
Bagà,Barcelona,1,PACMA
Badia del Vallès,Barcelona,21,Votos nulos
Badia del Vallès,Barcelona,41,Votos en blanco
Badia del Vallès,Barcelona,3258,C's
Badia del Vallès,Barcelona,1949,PSC
Badia del Vallès,Barcelona,963,ERC-CatSí
Badia del Vallès,Barcelona,903,CatComú-Podem
Badia del Vallès,Barcelona,449,PP
Badia del Vallès,Barcelona,311,JUNTSxCAT
Badia del Vallès,Barcelona,248,CUP
Badia del Vallès,Barcelona,150,PACMA
Badia del Vallès,Barcelona,29,RECORTES CERO-GRUPO VERDE
Calldetenes,Barcelona,215,Abstención
Calella,Barcelona,2752,Abstención
Badalona,Barcelona,31060,Abstención
Calldetenes,Barcelona,2,Votos nulos
Calldetenes,Barcelona,6,Votos en blanco
Calldetenes,Barcelona,880,JUNTSxCAT
Calldetenes,Barcelona,427,ERC-CatSí
Calldetenes,Barcelona,118,C's
Calldetenes,Barcelona,100,CUP
Calldetenes,Barcelona,70,PSC
Calldetenes,Barcelona,38,CatComú-Podem
Calldetenes,Barcelona,28,PP
Calldetenes,Barcelona,4,RECORTES CERO-GRUPO VERDE
Calldetenes,Barcelona,2,PACMA
Avinyó,Barcelona,256,Abstención
Calella,Barcelona,37,Votos nulos
Calella,Barcelona,42,Votos en blanco
Calella,Barcelona,2931,JUNTSxCAT
Calella,Barcelona,2413,ERC-CatSí
Calella,Barcelona,2135,C's
Calella,Barcelona,949,PSC
Calella,Barcelona,515,CatComú-Podem
Calella,Barcelona,434,CUP
Calella,Barcelona,364,PP
Calella,Barcelona,87,PACMA
Calella,Barcelona,21,RECORTES CERO-GRUPO VERDE
Avià,Barcelona,227,Abstención
Badalona,Barcelona,467,Votos nulos
Badalona,Barcelona,484,Votos en blanco
Badalona,Barcelona,38554,C's
Badalona,Barcelona,22566,ERC-CatSí
Badalona,Barcelona,21067,PSC
Badalona,Barcelona,14368,JUNTSxCAT
Badalona,Barcelona,11262,CatComú-Podem
Badalona,Barcelona,10301,PP
Badalona,Barcelona,3697,CUP
Badalona,Barcelona,1488,PACMA
Badalona,Barcelona,411,RECORTES CERO-GRUPO VERDE
Artés,Barcelona,602,Abstención
Argentona,Barcelona,1242,Abstención
Avinyó,Barcelona,6,Votos nulos
Avinyó,Barcelona,12,Votos en blanco
Avinyó,Barcelona,680,JUNTSxCAT
Avinyó,Barcelona,415,ERC-CatSí
Avinyó,Barcelona,110,C's
Avinyó,Barcelona,100,CUP
Avinyó,Barcelona,51,PSC
Avinyó,Barcelona,39,PP
Avinyó,Barcelona,25,CatComú-Podem
Avinyó,Barcelona,2,PACMA
Avinyó,Barcelona,1,RECORTES CERO-GRUPO VERDE
Avià,Barcelona,1,Votos nulos
Avià,Barcelona,11,Votos en blanco
Avià,Barcelona,730,JUNTSxCAT
Avià,Barcelona,467,ERC-CatSí
Avià,Barcelona,136,CUP
Avià,Barcelona,85,C's
Avià,Barcelona,48,PSC
Avià,Barcelona,27,CatComú-Podem
Avià,Barcelona,23,PP
Avià,Barcelona,1,PACMA
Artés,Barcelona,18,Votos nulos
Artés,Barcelona,18,Votos en blanco
Artés,Barcelona,1197,JUNTSxCAT
Artés,Barcelona,1023,ERC-CatSí
Artés,Barcelona,584,C's
Artés,Barcelona,265,PSC
Artés,Barcelona,261,CUP
Artés,Barcelona,133,CatComú-Podem
Artés,Barcelona,88,PP
Artés,Barcelona,26,PACMA
Artés,Barcelona,3,RECORTES CERO-GRUPO VERDE
Argentona,Barcelona,22,Votos nulos
Argentona,Barcelona,35,Votos en blanco
Argentona,Barcelona,2349,JUNTSxCAT
Argentona,Barcelona,1838,ERC-CatSí
Argentona,Barcelona,1737,C's
Argentona,Barcelona,791,PSC
Argentona,Barcelona,491,CUP
Argentona,Barcelona,431,CatComú-Podem
Argentona,Barcelona,284,PP
Argentona,Barcelona,60,PACMA
Argentona,Barcelona,11,RECORTES CERO-GRUPO VERDE
Argençola,Barcelona,32,Abstención
Arenys de Munt,Barcelona,1008,Abstención
Avinyonet del Penedès,Barcelona,174,Abstención
Argençola,Barcelona,71,JUNTSxCAT
Argençola,Barcelona,47,ERC-CatSí
Argençola,Barcelona,17,CUP
Argençola,Barcelona,12,C's
Argençola,Barcelona,3,PP
Argençola,Barcelona,3,PSC
Argençola,Barcelona,3,CatComú-Podem
Argençola,Barcelona,2,PACMA
Arenys de Munt,Barcelona,11,Votos nulos
Arenys de Munt,Barcelona,18,Votos en blanco
Arenys de Munt,Barcelona,2107,JUNTSxCAT
Arenys de Munt,Barcelona,1595,ERC-CatSí
Arenys de Munt,Barcelona,801,C's
Arenys de Munt,Barcelona,346,PSC
Arenys de Munt,Barcelona,323,CUP
Arenys de Munt,Barcelona,265,CatComú-Podem
Arenys de Munt,Barcelona,104,PP
Arenys de Munt,Barcelona,39,PACMA
Arenys de Munt,Barcelona,7,RECORTES CERO-GRUPO VERDE
Avinyonet del Penedès,Barcelona,5,Votos en blanco
Avinyonet del Penedès,Barcelona,423,JUNTSxCAT
Avinyonet del Penedès,Barcelona,253,ERC-CatSí
Avinyonet del Penedès,Barcelona,168,C's
Avinyonet del Penedès,Barcelona,77,PSC
Avinyonet del Penedès,Barcelona,60,CUP
Avinyonet del Penedès,Barcelona,57,CatComú-Podem
Avinyonet del Penedès,Barcelona,23,PP
Avinyonet del Penedès,Barcelona,5,PACMA
Avinyonet del Penedès,Barcelona,1,RECORTES CERO-GRUPO VERDE
Arenys de Mar,Barcelona,2205,Abstención
"Ametlla del Vallès, l'",Barcelona,915,Abstención
Aiguafreda,Barcelona,293,Abstención
Arenys de Mar,Barcelona,33,Votos nulos
Arenys de Mar,Barcelona,33,Votos en blanco
Arenys de Mar,Barcelona,3068,JUNTSxCAT
Arenys de Mar,Barcelona,2439,ERC-CatSí
Arenys de Mar,Barcelona,1693,C's
Arenys de Mar,Barcelona,872,PSC
Arenys de Mar,Barcelona,489,CUP
Arenys de Mar,Barcelona,447,CatComú-Podem
Arenys de Mar,Barcelona,318,PP
Arenys de Mar,Barcelona,53,PACMA
Arenys de Mar,Barcelona,19,RECORTES CERO-GRUPO VERDE
"Ametlla del Vallès, l'",Barcelona,8,Votos nulos
"Ametlla del Vallès, l'",Barcelona,19,Votos en blanco
"Ametlla del Vallès, l'",Barcelona,1966,JUNTSxCAT
"Ametlla del Vallès, l'",Barcelona,1296,ERC-CatSí
"Ametlla del Vallès, l'",Barcelona,1023,C's
"Ametlla del Vallès, l'",Barcelona,450,PSC
"Ametlla del Vallès, l'",Barcelona,261,CatComú-Podem
"Ametlla del Vallès, l'",Barcelona,202,CUP
"Ametlla del Vallès, l'",Barcelona,125,PP
